Date,Month,Day,DayWeek,WeekDay,Hour,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SR,TOUT,WSR,WDV
27-jul-15,7,27,lun,2,15,1.21,3.4,4.800000191,8,51,84,33,715.3,0,41,0.699000001,35.83,14,114
27-jul-15,7,27,lun,2,16,1.21,3.8,4.900000095,8.600000381,47,83,37,714.9,0,39,0.523999989,36.26,13,116
27-jul-15,7,27,lun,2,17,1.21,4.2,5.599999905,9.600000381,38,70,29,714.6,0,38,0.319999993,36.3,12.3,115
27-jul-15,7,27,lun,2,18,1.22,3.8,5.699999809,9.300000191,30,54,27,714.5,0,35,0.104000002,36.19,13.3,110
27-jul-15,7,27,lun,2,19,1.27,4.3,8.399999619,12.5,21,62,18,714.9,0,36,0.006,35.21,10.6,107
27-jul-15,7,27,lun,2,20,1.32,4.9,8.5,13.19999981,15,68,17,715.6,0,50,0,33.12,13.7,105
27-jul-15,7,27,lun,2,21,1.26,3.3,5.199999809,8.300000191,17,108,24,716.2,0,64,0,30.76,14,108
27-jul-15,7,27,lun,2,22,1.25,3.4,5.599999905,8.800000191,16,138,38,716.8,0,69,0,29.45,11,96
27-jul-15,7,27,lun,2,23,1.22,3.3,6.800000191,9.899999619,12,97,32,716.9,0,73,0,28.21,9.1,80
28-jul-15,7,28,mar,3,0,1.14,2.6,5.699999809,8,11,64,41,717.1,0,78,0,27.05,7.6,72
28-jul-15,7,28,mar,3,1,1.13,2.5,6.099999905,8.5,10,70,32,716.9,0,81,0,26.26,6.9,72
28-jul-15,7,28,mar,3,2,1.15,2.5,5.300000191,7.599999905,11,54,25,716.9,0,85,0,25.39,6.7,68
28-jul-15,7,28,mar,3,4,1.17,2.8,6.300000191,8.899999619,12,69,17,717,0,85,0,25.15,6.3,85
28-jul-15,7,28,mar,3,5,1.25,4.6,7.199999809,11.60000038,9,167,38,717.2,0,84,0,24.65,5.7,74
28-jul-15,7,28,mar,3,6,1.33,6.1,9.399999619,15.39999962,7,124,27,717.8,0,85,0.032000002,24.23,5.8,69
28-jul-15,7,28,mar,3,7,1.31,7,8.699999809,15.5,9,36,10,718.2,0,83,0.090999998,24.62,6.8,99
28-jul-15,7,28,mar,3,8,1.29,5.5,8.100000381,13.5,12,138,28,718.4,0,82,0.130999997,25.18,4.7,46
28-jul-15,7,28,mar,3,9,1.35,5.1,7.400000095,12.30000019,18,154,19,718.4,0,79,0.303000003,26.48,4.5,18
28-jul-15,7,28,mar,3,10,1.29,3.9,6.199999809,9.899999619,33,113,33,718.3,0,71,0.704999983,28.59,4.7,32
28-jul-15,7,28,mar,3,11,1.37,4,7.400000095,11.19999981,52,127,35,718.3,0,65,0.814999998,30.36,4.4,82
28-jul-15,7,28,mar,3,12,1.36,3.7,8.199999809,11.69999981,57,157,48,718,0,60,0.878000021,31.32,6.9,95
28-jul-15,7,28,mar,3,13,1.29,3.9,7.300000191,11,61,117,38,717.5,0,51,0.874000013,32.8,9.4,108
28-jul-15,7,28,mar,3,14,1.26,4,6.400000095,10.19999981,65,101,39,716.9,0,44,0.811999977,34.04,11.2,112
28-jul-15,7,28,mar,3,15,1.26,4,5,8.899999619,46,104,37,716.3,0,41,0.702000022,34.88,13.4,121
28-jul-15,7,28,mar,3,16,1.25,5.4,5.300000191,10.5,36,77,21,715.9,0,39,0.527999997,35.85,10.9,126
28-jul-15,7,28,mar,3,17,1.24,4.6,6,10.39999962,32,76,15,715.6,0,34,0.326999992,36.49,11.1,128
28-jul-15,7,28,mar,3,18,1.25,6.4,7.300000191,13.39999962,28,62,33,715.7,0,32,0.111000001,36.03,13.7,128
28-jul-15,7,28,mar,3,19,1.29,5.5,11.69999981,17,20,94,26,716.1,0,33,0.007,34.53,12.4,138
28-jul-15,7,28,mar,3,20,1.39,5.2,11.60000038,16.70000076,21,79,18,716.6,0,36,0,33.26,11.1,128
28-jul-15,7,28,mar,3,21,1.28,3.2,8.899999619,11.89999962,29,85,29,717.3,0,39,0,31.85,13.2,117
28-jul-15,7,28,mar,3,22,1.31,3.4,8.899999619,12.10000038,18,83,36,718,0,51,0,29.99,12.4,101
28-jul-15,7,28,mar,3,23,1.22,3.1,5.900000095,8.800000191,16,91,43,718.2,0,65,0,28.63,12.8,101
29-jul-15,7,29,mié,4,0,1.17,2.5,4.300000191,6.5,17,97,36,718.2,0,71,0,27.65,11.1,108
29-jul-15,7,29,mié,4,1,1.15,2.6,3.200000048,5.599999905,19,85,32,718,0,76,0,26.81,11.5,104
29-jul-15,7,29,mié,4,2,1.15,2.4,3.5,5.800000191,17,72,31,717.9,0,79,0,26.13,9.4,104
29-jul-15,7,29,mié,4,3,1.24,2.5,5.699999809,8.100000381,10,84,26,717.9,0,83,0,24.93,5.7,60
29-jul-15,7,29,mié,4,4,1.2,3.4,5.900000095,9.100000381,9,84,29,718.2,0,86,0,24.36,5.4,66
29-jul-15,7,29,mié,4,11,1.32,3.7,6.599999905,10.10000038,45,85,43,720,0,63,0.808000028,30.06,6.5,56
29-jul-15,7,29,mié,4,12,1.35,3.8,7.599999905,11.19999981,55,101,49,719.9,0,59,0.833999991,31.11,7.8,107
29-jul-15,7,29,mié,4,13,1.42,3.5,6,9.300000191,70,105,42,719.5,0,52,0.855000019,32.75,9.7,103
29-jul-15,7,29,mié,4,14,1.31,3.3,4.800000191,7.900000095,56,104,48,719.1,0,46,0.797999978,33.82,12.9,112
29-jul-15,7,29,mié,4,15,1.21,3.9,4.699999809,8.399999619,39,99,24,718.5,0,42,0.666000009,35.01,11.6,125
29-jul-15,7,29,mié,4,16,1.22,5,4.800000191,9.600000381,34,61,27,717.9,0,36,0.479999989,35.68,12.3,127
29-jul-15,7,29,mié,4,17,1.21,4.4,5.5,9.699999809,31,67,22,717.7,0,31,0.301999986,35.97,14.4,113
29-jul-15,7,29,mié,4,18,1.3,5.5,6.900000095,12.19999981,27,98,25,717.7,0,28,0.105999999,35.62,13.5,125
29-jul-15,7,29,mié,4,19,1.28,5.2,8.300000191,13.30000019,21,67,22,717.9,0,34,0.009,34.23,14,111
29-jul-15,7,29,mié,4,20,1.24,4.2,6.199999809,10.19999981,16,83,12,718.6,0,52,0,31.86,17,100
29-jul-15,7,29,mié,4,21,1.23,3.9,4.900000095,8.600000381,16,131,12,719.6,0,59,0,30,16,104
29-jul-15,7,29,mié,4,23,1.17,3.4,4.300000191,7.5,13,64,28,720.6,0,70,0,27.35,12.8,103
30-jul-15,7,30,jue,5,0,1.15,2.7,3.799999952,6.199999809,13,61,30,720.7,0,76,0.001,26.16,8.7,87
30-jul-15,7,30,jue,5,1,1.13,2.7,3.799999952,6.199999809,12,36,29,720.5,0,82,0.002,25.13,9.9,71
30-jul-15,7,30,jue,5,3,1.14,3.7,5.900000095,9.399999619,9,68,10,720.1,0,86,0.009,24.46,7.7,94
30-jul-15,7,30,jue,5,5,1.24,3.7,5.199999809,8.600000381,10,105,13,720.4,0,85,0.011,24.1,4.6,60
30-jul-15,7,30,jue,5,6,1.27,4.8,7.300000191,11.89999962,7,75,24,720.8,0,85,0.027000001,23.93,4,45
30-jul-15,7,30,jue,5,7,1.36,8.1,7.400000095,15.30000019,8,50,6,721.1,0,82,0.112999998,25.4,4.4,57
30-jul-15,7,30,jue,5,9,1.3,5.2,7,12,20,61,27,721.6,0,73,0.481999993,28.01,5.2,15
30-jul-15,7,30,jue,5,10,1.28,4.3,6.400000095,10.5,31,75,20,721.8,0,68,0.658999979,29.19,5.4,54
30-jul-15,7,30,jue,5,11,1.27,4.9,7.699999809,12.39999962,36,77,38,721.6,0,62,0.822000027,30.09,7.2,81
30-jul-15,7,30,jue,5,12,1.33,3.7,5.199999809,8.699999809,49,89,35,721,0,55,0.878000021,31.61,8.1,65
30-jul-15,7,30,jue,5,13,1.37,4.4,6,10.10000038,45,87,9,720.6,0,47,0.884000003,33.18,12,102
30-jul-15,7,30,jue,5,14,1.27,5.2,4.199999809,9,40,90,21,720.2,0,42,0.776000023,34.08,12.9,98
30-jul-15,7,30,jue,5,15,1.27,3.8,4.800000191,8.399999619,37,80,23,719.8,0,42,0.537,34.43,13.5,110
30-jul-15,7,30,jue,5,16,1.28,4.2,4.900000095,8.800000191,34,70,23,719.3,0,41,0.349999994,34.18,12.6,115
30-jul-15,7,30,jue,5,17,1.31,5,6.199999809,11,29,62,10,719,0,41,0.241999999,34.22,11.6,105
30-jul-15,7,30,jue,5,18,1.33,6.2,7.800000191,13.89999962,20,57,29,719,0,47,0.093999997,32.99,12.2,125
30-jul-15,7,30,jue,5,19,1.34,4.8,6.300000191,10.89999962,20,72,17,719.2,0,50,0.008,31.71,13.9,97
30-jul-15,7,30,jue,5,20,1.41,5.3,9.100000381,14.30000019,15,74,17,719.6,0,53,0,30.64,11.2,107
30-jul-15,7,30,jue,5,21,1.46,5,10.60000038,15.39999962,10,78,8,720,0,58,0,29.47,9,83
30-jul-15,7,30,jue,5,22,1.34,4.7,11,15.5,8,89,26,720.7,0,66,0,27.77,10.2,60
30-jul-15,7,30,jue,5,23,1.33,4.3,10.10000038,14.19999981,10,64,36,721.1,0,70,0,26.87,10.4,75
31-jul-15,7,31,vie,6,0,1.27,4.3,9.600000381,13.69999981,9,84,29,721,0,73,0,26.07,6.3,56
31-jul-15,7,31,vie,6,1,1.25,2.5,8.199999809,10.5,10,91,24,721,0,75,0,25.36,4.7,16
31-jul-15,7,31,vie,6,2,1.26,2.6,9,11.30000019,9,51,19,720.9,0,76,0,24.82,3.3,45
31-jul-15,7,31,vie,6,3,1.18,2.5,7.800000191,10.19999981,11,67,28,720.6,0,76,0,24.56,2.8,53
31-jul-15,7,31,vie,6,4,1.21,3.2,9,12,9,68,24,720.6,0,78,0,24.29,2.6,44
31-jul-15,7,31,vie,6,5,1.3,3.6,10.69999981,14.10000038,6,73,19,720.7,0,78,0,24.18,3.3,25
31-jul-15,7,31,vie,6,6,1.52,8.1,12.39999962,20.29999924,4,73,21,720.8,0,80,0.015,24.12,3,52
31-jul-15,7,31,vie,6,7,1.6,13.4,13,26.20000076,7,87,12,721,0,75,0.098999999,26.42,2.5,22
31-jul-15,7,31,vie,6,8,1.59,8.8,12.80000019,21.5,14,105,8,721,0,69,0.239999995,28.83,3.3,341
31-jul-15,7,31,vie,6,9,1.49,7.1,11.89999962,18.79999924,22,80,11,720.9,0,65,0.493000001,29.6,5,4
31-jul-15,7,31,vie,6,10,1.29,3.8,6.5,10.10000038,34,95,8,720.9,0,60,0.707000017,30.83,4.8,24
31-jul-15,7,31,vie,6,11,1.31,4,5.900000095,9.699999809,41,73,26,720.7,0,51,0.787,32.26,6.7,97
31-jul-15,7,31,vie,6,12,1.25,4.3,6,10.10000038,41,71,27,720.2,0,45,0.888999999,33.28,6.8,110
31-jul-15,7,31,vie,6,13,1.23,3.6,5.400000095,8.699999809,50,60,17,719.8,0,40,0.871999979,34.28,7.4,88
31-jul-15,7,31,vie,6,14,1.19,4.1,5.5,9.399999619,46,69,18,719.4,0,36,0.802999973,35.07,8,78
31-jul-15,7,31,vie,6,15,1.26,4.4,5,9.199999809,36,60,32,718.8,0,38,0.48300001,34.91,10.1,74
31-jul-15,7,31,vie,6,16,1.25,4.6,5.300000191,9.699999809,32,59,23,718.4,0,37,0.426999986,34.88,11.3,80
31-jul-15,7,31,vie,6,17,1.25,5.1,5.900000095,10.80000019,29,71,6,718.1,0,39,0.225999996,34.43,11.4,95
31-jul-15,7,31,vie,6,18,1.32,5,7.800000191,12.5,24,73,23,718.1,0,41,0.101000004,33.66,12.6,88
31-jul-15,7,31,vie,6,19,1.28,4.3,8,12.10000038,28,101,32,718.8,0,46,0.011,31.28,15,85
31-jul-15,7,31,vie,6,20,1.4,5.1,10.39999962,15.30000019,23,145,27,719.3,0,45,0,30.59,13.6,116
31-jul-15,7,31,vie,6,21,1.32,4.3,8.100000381,12.19999981,18,83,15,719.8,0,46,0,30.05,12.8,111
31-jul-15,7,31,vie,6,22,1.33,3.8,7.400000095,10.89999962,15,74,25,720.3,0,57,0,28.79,12.1,96
31-jul-15,7,31,vie,6,23,1.29,3.3,6.300000191,9.5,13,83,30,720.4,0,64,0,27.86,11,86
01/08/2015,8,1,sáb,7,0,1.3,3.4,6.6,9.9,10,92,23,720,0,68,0,27.01,6.3,53
01/08/2015,8,1,sáb,7,1,1.29,3.2,6.3,9.4,9,114,37,719.5,0,70,0,26.56,4.2,69
01/08/2015,8,1,sáb,7,2,1.22,2.6,6.5,8.9,8,92,18,719.2,0,69,0,26.24,5.8,12
01/08/2015,8,1,sáb,7,3,1.21,2.7,5.8,8.3,9,72,17,719,0,69,0,25.96,4,18
01/08/2015,8,1,sáb,7,4,1.25,3,6.2,8.9,8,71,12,718.8,0,70,0,25.68,3.6,43
01/08/2015,8,1,sáb,7,5,1.34,3.6,9.2,12.6,4,66,24,718.8,0,72,0,24.8,1.5,37
01/08/2015,8,1,sáb,7,6,1.49,8.9,9.8,18.5,3,87,32,719.1,0,72,0.025,25.26,3.2,24
01/08/2015,8,1,sáb,7,7,1.55,12.6,9.9,22.3,5,93,13,719.5,0,67,0.106,27.03,4.3,11
01/08/2015,8,1,sáb,7,8,1.37,8,8,15.8,12,94,18,719.8,0,61,0.24,29.69,3.3,11
01/08/2015,8,1,sáb,7,9,1.32,4.8,6.8,11.4,23,67,20,719.9,0,58,0.49,30.34,5.2,14
01/08/2015,8,1,sáb,7,10,1.33,6.6,8.6,15,29,100,26,720.1,0,54,0.718,30.86,7.6,98
01/08/2015,8,1,sáb,7,11,1.27,4.8,6.6,11.2,40,95,18,720,0,50,0.832,31.56,8.5,94
01/08/2015,8,1,sáb,7,12,1.28,4.1,4.6,8.5,49,67,5,719.4,0,46,0.783,32.41,7.9,102
01/08/2015,8,1,sáb,7,13,1.33,4.1,5.7,9.6,49,50,18,718.7,0,44,0.877,33.55,8.3,118
01/08/2015,8,1,sáb,7,14,1.29,4,5.8,9.5,54,60,26,718.1,0,42,0.709,34.09,8.2,92
01/08/2015,8,1,sáb,7,15,1.32,4.4,6,10.2,51,70,31,717.5,0,39,0.599,34.75,8.4,109
01/08/2015,8,1,sáb,7,16,1.27,4.1,6.4,10.3,46,59,24,717,0,39,0.436,34.57,11,116
01/08/2015,8,1,sáb,7,17,1.35,4.2,6.6,10.6,43,49,25,717,0,40,0.234,34.01,10.3,90
01/08/2015,8,1,sáb,7,18,1.35,4.1,7.3,11.2,41,65,17,717,0,40,0.068,33.53,10.4,88
01/08/2015,8,1,sáb,7,20,1.43,3.6,9.7,13,37,71,28,717.4,0,42,0,31.98,12.1,101
01/08/2015,8,1,sáb,7,21,1.38,3.5,7.4,10.7,28,87,35,717.9,0,58,0,29.64,13.9,107
01/08/2015,8,1,sáb,7,22,1.43,3.9,7.3,11,22,91,31,718.5,0,66,0,28.13,12.3,102
01/08/2015,8,1,sáb,7,23,1.37,3.2,7.1,10.1,20,72,34,718.8,0,72,0,26.54,12.1,82
02/08/2015,8,2,dom,1,0,1.32,3.2,6,9,21,70,26,718.8,0,76,0,25.39,8.9,94
02/08/2015,8,2,dom,1,1,1.26,2.6,5.7,8.1,19,42,22,718.4,0,80,0,24.72,7.3,67
02/08/2015,8,2,dom,1,2,1.27,2.5,6.8,9.2,16,75,16,718.1,0,81,0,24.06,3.3,5
02/08/2015,8,2,dom,1,3,1.28,2.7,7.1,9.5,16,101,9,717.9,0,81,0,24.1,5.3,307
02/08/2015,8,2,dom,1,4,1.27,2.7,7.8,10.2,15,49,15,717.8,0,83,0,23.71,6.4,304
02/08/2015,8,2,dom,1,5,1.29,3,10.6,13.4,12,61,14,717.8,0,83,0,23.54,4.3,293
02/08/2015,8,2,dom,1,6,1.35,3.4,12.1,15.3,10,55,22,717.8,0,82,0.025,23.97,3.6,294
02/08/2015,8,2,dom,1,8,1.45,5.2,10.5,15.5,24,70,10,718.2,0,68,0.253,28.71,3.9,318
02/08/2015,8,2,dom,1,9,1.38,4.4,8.1,12.3,38,67,17,718.3,0,59,0.543,30.49,4.5,8
02/08/2015,8,2,dom,1,10,1.33,3.1,5.1,7.9,65,63,18,718.3,0,43,0.737,32.04,4.6,89
02/08/2015,8,2,dom,1,11,1.33,3.2,4.9,7.8,71,54,18,718.1,0,39,0.839,32.52,6.6,74
02/08/2015,8,2,dom,1,12,1.31,3.4,5.9,9.1,68,60,21,717.8,0,37,0.889,33,8.3,112
02/08/2015,8,2,dom,1,13,1.28,4.5,6.5,10.9,62,57,5,717.2,0,34,0.885,33.95,8.4,89
02/08/2015,8,2,dom,1,14,1.26,3.3,5.5,8.6,58,52,17,716.7,0,36,0.813,34.38,9.8,107
02/08/2015,8,2,dom,1,15,1.27,3.4,5.6,8.8,51,63,14,716.3,0,35,0.692,34.71,10.5,72
02/08/2015,8,2,dom,1,16,1.27,4.2,6.2,10.2,48,42,21,715.9,0,29,0.532,35.11,10,65
02/08/2015,8,2,dom,1,17,1.25,4,6.4,10.2,46,46,17,715.7,0,30,0.334,34.99,11.1,68
02/08/2015,8,2,dom,1,18,1.28,3.3,6.7,9.8,44,44,29,715.6,0,34,0.122,34.11,12.2,91
02/08/2015,8,2,dom,1,20,1.38,3.4,6.7,9.9,35,61,23,716.3,0,57,0,30.3,15.3,85
02/08/2015,8,2,dom,1,21,1.41,2.9,7.2,9.9,30,110,27,716.8,0,64,0,29.02,12.6,93
02/08/2015,8,2,dom,1,22,1.4,4.2,7.2,11.2,26,69,33,717.1,0,67,0,28.27,11.9,93
02/08/2015,8,2,dom,1,23,1.28,2.6,5.5,7.9,27,61,27,717.2,0,70,0,27.29,10.6,80
03/08/2015,8,3,lun,2,0,1.24,2.4,4.8,7,24,60,32,717.1,0,73,0,26.39,9.1,78
03/08/2015,8,3,lun,2,1,1.22,2.4,4.9,7.1,22,33,28,716.9,0,76,0,25.57,6.4,57
03/08/2015,8,3,lun,2,2,1.22,2.3,4,6.1,22,57,22,716.7,0,79,0.002,24.8,4.3,45
03/08/2015,8,3,lun,2,3,1.26,2.3,4.4,6.6,19,51,30,716.7,0,81,0.003,24.36,3.4,24
03/08/2015,8,3,lun,2,4,1.28,2.6,6.7,9.1,15,60,18,716.7,0,83,0.002,24.21,3.8,17
03/08/2015,8,3,lun,2,5,1.42,3,8.7,11.4,10,62,22,716.9,0,84,0.001,24.13,3.7,360
03/08/2015,8,3,lun,2,6,1.55,7.5,12,19.3,6,75,34,717.1,0,83,0.027,24.58,4.3,287
03/08/2015,8,3,lun,2,7,1.58,11.4,14.3,25.5,7,68,6,717.3,0,78,0.11,26.39,4.6,319
03/08/2015,8,3,lun,2,8,1.75,5.9,10.9,16.5,19,80,9,717.5,0,72,0.24,28.45,4.6,350
03/08/2015,8,3,lun,2,9,1.39,3.9,7.7,11.4,37,78,10,717.6,0,62,0.533,30.27,4.3,18
03/08/2015,8,3,lun,2,10,1.43,4.2,9.1,13.2,47,60,19,717.6,0,56,0.706,31.32,6.1,87
03/08/2015,8,3,lun,2,11,1.35,4.4,8.2,12.4,48,87,28,717.3,0,51,0.823,32.17,9,98
03/08/2015,8,3,lun,2,12,1.29,3.5,4.2,7.5,53,69,6,717,0,48,0.9,33.2,9.5,69
03/08/2015,8,3,lun,2,13,1.38,3.1,5.3,8.2,64,61,25,716.6,0,44,0.79,34.04,10.5,99
03/08/2015,8,3,lun,2,14,1.35,3.4,5.4,8.6,61,85,32,716.1,0,40,0.801,34.85,10.3,85
03/08/2015,8,3,lun,2,15,1.36,3.5,5.9,9.2,60,62,15,715.7,0,37,0.692,35.55,10.8,110
03/08/2015,8,3,lun,2,16,1.34,3.3,5.6,8.7,57,76,17,715.3,0,38,0.382,35.31,10.9,83
03/08/2015,8,3,lun,2,17,1.33,3.8,6.3,9.9,44,74,30,715.1,0,41,0.195,34.78,11.4,82
03/08/2015,8,3,lun,2,18,1.35,3.7,6.3,9.8,39,68,28,715.1,0,42,0.089,34.34,11.2,76
03/08/2015,8,3,lun,2,19,1.43,4,8.3,12.1,35,69,30,715.1,0,42,0.01,33.85,9.9,79
03/08/2015,8,3,lun,2,20,1.45,4.4,12.9,17.1,25,98,20,715.4,0,42,0,33.19,8,86
03/08/2015,8,3,lun,2,21,1.34,3.5,7.7,11,21,241,13,716,0,54,0,31.5,13.3,103
03/08/2015,8,3,lun,2,22,1.32,3.9,5,8.7,17,131,34,716.7,0,65,0,29.78,11.8,90
03/08/2015,8,3,lun,2,23,1.27,3.1,5.2,8.1,19,109,33,716.8,0,65,0,28.97,12.9,99
04/08/2015,8,4,mar,3,0,1.23,2.6,5.2,7.6,17,86,36,716.9,0,69,0,27.98,13.1,100
04/08/2015,8,4,mar,3,1,1.25,2.6,7.6,10,11,79,42,717,0,76,0,26.84,8.2,85
04/08/2015,8,4,mar,3,4,1.26,3.2,5.1,8.1,13,97,27,717.2,0,83,0,25.14,5.4,91
04/08/2015,8,4,mar,3,5,1.38,3.9,8.4,12,8,122,36,717.6,0,84,0,24.53,5.1,63
04/08/2015,8,4,mar,3,8,1.48,6.7,8.9,15.4,13,111,18,718.5,0,76,0.184,26.05,4.8,73
04/08/2015,8,4,mar,3,10,1.45,4.5,8.8,13.2,34,63,15,718.4,0,64,0.706,30.33,4.2,21
04/08/2015,8,4,mar,3,11,1.44,4.7,9.4,13.9,41,80,26,718.1,0,56,0.816,31.46,6.9,52
04/08/2015,8,4,mar,3,12,1.36,5.1,7.4,12.2,38,92,36,717.7,0,52,0.864,32.03,10,103
04/08/2015,8,4,mar,3,13,1.52,3.5,6.3,9.7,60,91,38,717.3,0,49,0.852,33.1,11.2,101
04/08/2015,8,4,mar,3,14,1.42,3.5,5.3,8.7,51,113,43,716.9,0,45,0.79,34.33,11.3,108
04/08/2015,8,4,mar,3,15,1.3,6.6,6.8,13.2,43,91,10,716.5,0,40,0.583,35.25,11.3,121
04/08/2015,8,4,mar,3,16,1.37,4.4,6.9,11.1,39,64,7,716.3,0,39,0.495,35.96,10.2,134
04/08/2015,8,4,mar,3,17,1.4,5,5.8,10.6,37,75,31,715.8,0,38,0.238,35.78,11.9,120
04/08/2015,8,4,mar,3,18,1.37,4.8,7.3,11.9,33,88,35,715.8,0,32,0.103,35.75,12.2,116
04/08/2015,8,4,mar,3,19,1.43,4.4,10.7,14.9,23,72,22,716.1,0,33,0.005,34.93,8.8,101
04/08/2015,8,4,mar,3,20,1.38,4.7,12,16.4,13,90,27,716.5,0,42,0,33.22,11.3,88
04/08/2015,8,4,mar,3,21,1.32,3.8,6.7,10.2,14,145,88,717.4,0,65,0,30.59,15.9,89
04/08/2015,8,4,mar,3,22,1.3,3.8,6,9.7,13,164,42,718,0,70,0,29.27,16.4,98
04/08/2015,8,4,mar,3,23,1.27,3.2,4.6,7.6,14,92,30,718.2,0,75,0,28.19,14.9,102
05/08/2015,8,5,mié,4,0,1.28,2.9,4.4,7,13,60,34,718.2,0,78,0,27.36,12.5,94
05/08/2015,8,5,mié,4,1,1.24,2.5,3.9,6.1,14,59,27,718.1,0,80,0,26.54,10.8,99
05/08/2015,8,5,mié,4,3,1.27,2.8,6,8.6,9,22,19,718.3,0,84,0,25.31,6.7,76
05/08/2015,8,5,mié,4,4,1.31,3.5,6.9,10.2,7,29,14,718.4,0,84,0,25.03,6,65
05/08/2015,8,5,mié,4,5,1.35,4.9,8.3,13,5,64,10,718.6,0,83,0,24.67,6,66
05/08/2015,8,5,mié,4,7,1.47,7.5,7.8,15.1,6,25,8,719.5,0,81,0.103,25.05,5,65
05/08/2015,8,5,mié,4,10,1.46,4.7,7.2,11.8,33,101,6,719,0,67,0.701,30.07,4.2,59
05/08/2015,8,5,mié,4,11,1.46,4.7,8.3,12.8,45,66,24,718.8,0,62,0.805,30.75,6.8,95
05/08/2015,8,5,mié,4,13,0.47,3.4,6.1,9.3,61,59,35,718,0,51,0.854,33.05,10,107
05/08/2015,8,5,mié,4,14,0.55,4.2,6.6,10.6,51,77,53,717.4,0,46,0.785,34.59,10.3,111
05/08/2015,8,5,mié,4,15,0.37,3.8,4.7,8.3,44,95,26,716.9,0,42,0.656,35.26,11.5,109
05/08/2015,8,5,mié,4,16,0.5,7,7,13.8,41,62,13,716.5,0,42,0.479,35.7,11.3,121
05/08/2015,8,5,mié,4,17,0.45,5.3,7.6,12.7,33,72,58,716.2,0,42,0.279,35.91,10.6,134
05/08/2015,8,5,mié,4,18,0.51,5.5,7.5,12.8,30,59,33,716,0,39,0.089,35.48,11.3,124
05/08/2015,8,5,mié,4,19,0.52,4.5,9.9,14.2,24,56,22,715.9,0,40,0.006,34.74,10.3,117
05/08/2015,8,5,mié,4,22,0.55,3.9,8.8,12.4,12,138,63,717.8,0,67,0,29.23,12.4,86
05/08/2015,8,5,mié,4,23,0.46,3.9,7.7,11.3,12,119,68,718,0,70,0,28.53,11.1,92
06/08/2015,8,6,jue,5,0,0.33,2.8,4.7,7.1,16,107,43,718,0,74,0,27.5,13.8,101
06/08/2015,8,6,jue,5,1,0.32,2.6,3.5,5.8,15,72,31,717.9,0,81,0,26.2,11,103
06/08/2015,8,6,jue,5,2,0.29,2.5,3,5.3,16,98,16,717.5,0,82,0,25.82,10,102
06/08/2015,8,6,jue,5,3,0.31,2.8,3.7,6.3,14,79,33,717.2,0,83,0,25.49,7.6,94
06/08/2015,8,6,jue,5,4,0.33,3.1,6,8.9,9,56,30,717.1,0,85,0.001,24.92,5.9,57
06/08/2015,8,6,jue,5,6,0.51,5.2,8.2,13.2,6,43,29,717.8,0,86,0.02,24.51,5.8,72
06/08/2015,8,6,jue,5,7,0.53,5.5,7.8,13.1,9,92,15,718.2,0,84,0.062,24.78,5.2,64
06/08/2015,8,6,jue,5,8,0.55,5,6.5,11.4,13,116,19,718.5,0,81,0.194,26.12,3.8,38
06/08/2015,8,6,jue,5,10,0.43,3.6,5.9,9.3,36,78,7,718.4,0,68,0.687,30,4.4,55
06/08/2015,8,6,jue,5,11,0.5,3.2,6.7,9.8,54,89,6,718.2,0,62,0.789,30.91,7.5,97
06/08/2015,8,6,jue,5,12,0.44,3.5,6.9,10.1,56,108,59,717.6,0,56,0.853,32.48,6,110
06/08/2015,8,6,jue,5,13,0.45,4.4,7,11.2,51,102,50,717,0,49,0.853,34.14,7.1,75
06/08/2015,8,6,jue,5,14,0.43,4.9,7.2,11.9,44,77,37,716.1,0,44,0.787,35.91,6.6,97
06/08/2015,8,6,jue,5,15,0.46,3.4,8.3,11.5,84,69,51,715.6,0,41,0.647,36.59,8.4,85
06/08/2015,8,6,jue,5,16,0.56,3.8,7.7,11.4,77,109,59,715.2,0,39,0.485,36.86,9.8,98
06/08/2015,8,6,jue,5,17,0.46,5.4,8,13.2,45,109,48,714.7,0,37,0.302,36.93,11.8,114
06/08/2015,8,6,jue,5,18,0.48,4.8,7.6,12.3,30,83,32,714.4,0,35,0.11,36.58,13.8,114
06/08/2015,8,6,jue,5,19,0.42,5.2,11.3,16.3,21,91,23,714.6,0,35,0.006,35.23,12.8,133
06/08/2015,8,6,jue,5,20,0.53,5.4,12.7,18,15,114,32,715,0,39,0.001,33.71,11.4,109
06/08/2015,8,6,jue,5,21,0.39,4.6,10.9,15.3,9,91,18,715.9,0,56,0.002,31.14,13.9,91
06/08/2015,8,6,jue,5,22,0.33,3.2,5.2,8.1,14,111,20,716.5,0,65,0,29.31,14.7,99
06/08/2015,8,6,jue,5,23,0.31,3,4.4,7.2,14,71,25,716.9,0,71,0,28.09,13,104
07/08/2015,8,7,vie,6,0,0.3,2.7,4.4,6.8,13,58,26,717.1,0,75,0,27.17,10.7,97
07/08/2015,8,7,vie,6,2,0.3,2.8,6.4,8.9,10,65,22,716.7,0,80,0,25.46,6.9,86
07/08/2015,8,7,vie,6,3,0.33,3,7.8,10.6,7,80,20,716.8,0,81,0,24.67,5.4,77
