Date,Month,Day,DayWeek,WeekDay,Hour,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SR,TOUT,WSR,WDV
23-mar-15,3,23,lun,2,8,2.71,73.1,39.7,112.8,6,494,7,722.2,0,84,0.241,22.23,0.9,57
23-mar-15,3,23,lun,2,9,2.48,42.7,52.1,94.8,15,318,33,722.3,0,69,0.421,25.28,1.5,83
23-mar-15,3,23,lun,2,10,2.22,19.4,44.4,63.8,34,341,73,722.2,0,62,0.576,24.96,5.4,125
23-mar-15,3,23,lun,2,11,1.98,9.3,29.4,38.7,52,197,28,721.9,0,59,0.683,25.92,6.9,108
23-mar-15,3,23,lun,2,12,1.93,8.6,22.9,31.5,56,153,9,721.2,0,54,0.744,27.11,7.7,107
23-mar-15,3,23,lun,2,13,1.62,4.9,12.6,17.5,59,130,17,720.5,0,51,0.695,27.96,10.3,106
23-mar-15,3,23,lun,2,14,1.62,5.9,13,18.9,61,98,24,719.8,0,44,0.683,28.63,11.6,125
23-mar-15,3,23,lun,2,15,1.56,5.3,9.7,15,45,105,22,719.3,0,45,0.535,28.61,12.9,111
23-mar-15,3,23,lun,2,16,1.56,6.7,10.3,17,39,83,47,719,0,44,0.379,28.51,12.9,127
23-mar-15,3,23,lun,2,17,1.62,6.6,12.3,18.9,35,83,23,718.9,0,45,0.199,27.96,13.5,122
23-mar-15,3,23,lun,2,18,1.61,6.1,16.1,22.2,32,74,34,718.9,0,44,0.031,27.07,13.1,116
23-mar-15,3,23,lun,2,19,1.85,9.9,31.4,41.3,19,93,21,719.2,0,49,0,25.79,10.3,112
23-mar-15,3,23,lun,2,20,1.8,7.3,26.2,33.5,20,129,26,719.5,0,53,0,24.89,11.6,110
23-mar-15,3,23,lun,2,21,1.87,8.6,24.3,32.9,21,104,6,720.1,0,56,0,23.92,12.6,108
23-mar-15,3,23,lun,2,22,1.58,4.7,16.6,21.3,26,139,7,720.7,0,63,0,21.99,15.1,101
24-mar-15,3,24,mar,3,0,1.58,3.4,19.1,22.5,17,97,35,720.7,0,75,0.001,18.74,4.2,47
24-mar-15,3,24,mar,3,1,1.54,3.1,15.6,18.7,20,78,8,720.5,0,77,0.003,17.83,4.5,23
24-mar-15,3,24,mar,3,2,1.53,2.8,17.9,20.7,17,62,33,719.9,0,78,0.003,17.24,4.2,40
24-mar-15,3,24,mar,3,3,1.52,2.8,16.5,19.3,18,59,27,719.6,0,78,0.002,16.9,3.2,353
24-mar-15,3,24,mar,3,4,1.48,3.6,20.5,24.1,14,60,13,719.4,0,77,0.004,16.8,3.1,340
24-mar-15,3,24,mar,3,6,1.9,32.4,39.1,71.5,3,101,9,719.5,0,75,0.005,16.39,3.7,299
24-mar-15,3,24,mar,3,8,2.09,37.5,40.4,77.9,10,151,61,720,0,64,0.257,19.85,5.7,321
24-mar-15,3,24,mar,3,9,1.76,15.6,27.4,43,22,135,12,720,0,59,0.436,21.54,6.3,314
24-mar-15,3,24,mar,3,10,1.66,9.7,22.5,32.2,33,119,11,719.7,0,56,0.589,23.82,5.2,352
24-mar-15,3,24,mar,3,11,1.59,6.9,17,23.9,43,108,56,719.4,0,53,0.701,25.7,5.7,38
24-mar-15,3,24,mar,3,12,1.65,5.4,15.7,21.1,54,86,19,719,0,50,0.75,27.16,5.4,65
24-mar-15,3,24,mar,3,13,1.63,6.1,16.1,22.2,54,87,12,718.3,0,48,0.738,27.8,6.8,76
24-mar-15,3,24,mar,3,14,1.62,8.7,16.9,25.6,40,90,42,717.8,0,47,0.669,28.79,7.6,95
24-mar-15,3,24,mar,3,15,1.59,6.3,11.7,18,40,82,11,717.5,0,47,0.548,28.84,9.3,104
24-mar-15,3,24,mar,3,16,1.6,5.7,14.8,20.5,58,69,23,717.1,0,47,0.384,28.92,11.9,120
24-mar-15,3,24,mar,3,17,1.7,5.1,13,18.1,46,126,70,717,0,48,0.207,28.58,13,124
24-mar-15,3,24,mar,3,18,1.71,5.8,17.3,23.1,32,91,46,717.2,0,53,0.032,27.43,12.9,117
24-mar-15,3,24,mar,3,19,1.87,8.1,26.6,34.7,18,125,12,717.8,0,59,0,25.72,9,96
24-mar-15,3,24,mar,3,20,1.98,8.6,30.5,39.1,14,137,13,718.2,0,60,0,25.16,9.8,107
24-mar-15,3,24,mar,3,21,1.71,6.3,18.2,24.5,19,143,36,718.7,0,72,0,22.98,14.1,104
24-mar-15,3,24,mar,3,22,1.61,4.9,12.9,17.8,22,145,18,719,0,79,0,21.22,13.2,106
24-mar-15,3,24,mar,3,23,1.58,4.5,11.1,15.6,23,112,26,718.9,0,83,0,19.94,11.2,113
25-mar-15,3,25,mié,4,1,1.51,2.8,10,12.8,21,54,9,718.4,0,90,0,18.42,6.8,100
25-mar-15,3,25,mié,4,2,1.49,2.8,7.6,10.4,22,55,12,717.9,0,91,0,18.11,5.2,97
25-mar-15,3,25,mié,4,3,1.5,2.7,9.5,12.2,19,47,31,717.3,0,92,0,17.96,3.7,21
25-mar-15,3,25,mié,4,4,1.57,3,10.2,13.2,17,90,27,716.8,0,93,0,17.92,4.7,323
25-mar-15,3,25,mié,4,5,1.67,3.9,15.3,19.2,12,82,36,716.6,0,93,0,17.9,5.3,322
25-mar-15,3,25,mié,4,6,1.79,8.5,22.1,30.6,5,71,22,716.9,0,94,0,17.73,5.5,331
25-mar-15,3,25,mié,4,7,1.89,17,21,38,5,140,57,717.2,0,94,0.024,17.49,6.2,316
25-mar-15,3,25,mié,4,8,1.88,20.9,19.3,40.2,9,114,26,717.6,0,92,0.203,19.1,6.9,314
25-mar-15,3,25,mié,4,9,1.8,13.6,19.3,32.9,17,116,13,717.8,0,83,0.371,21.76,5.4,3
25-mar-15,3,25,mié,4,10,1.86,13.1,19.8,32.9,23,158,48,717.8,0,78,0.575,22.88,6.1,57
25-mar-15,3,25,mié,4,11,1.73,15.8,20.3,36.1,21,137,55,717.7,0,76,0.535,22.95,8.4,88
25-mar-15,3,25,mié,4,12,1.66,11.8,15.9,27.7,23,158,60,717.4,0,80,0.488,21.89,9.1,84
25-mar-15,3,25,mié,4,13,1.72,8.7,13.4,22.1,28,103,22,716.9,0,76,0.501,22.92,9.4,86
25-mar-15,3,25,mié,4,14,1.69,9.5,14.4,23.9,28,91,6,716.6,0,75,0.418,23.14,8.7,81
25-mar-15,3,25,mié,4,15,1.68,8,13.2,21.2,29,89,6,716.1,0,74,0.375,23.23,9,89
25-mar-15,3,25,mié,4,16,1.7,5.8,14.9,20.7,46,104,80,715.8,0,74,0.318,23.14,9.9,109
25-mar-15,3,25,mié,4,17,1.78,6.7,16,22.7,42,128,53,715.6,0,74,0.182,23.31,10.3,112
25-mar-15,3,25,mié,4,18,1.82,9,20,29,40,137,75,715.7,0,78,0.035,22.39,10,110
25-mar-15,3,25,mié,4,19,1.91,4.8,20.9,25.7,41,148,77,716,0,80,0,21.96,7.6,106
25-mar-15,3,25,mié,4,20,1.95,5.8,24.6,30.4,30,169,26,716.5,0,81,0,21.73,6.4,111
25-mar-15,3,25,mié,4,21,2,7.5,27,34.5,17,182,55,717,0,83,0,21.44,5.8,106
25-mar-15,3,25,mié,4,22,2,4.9,35.4,40.3,7,181,74,717.2,0,86,0,20.38,1.9,35
25-mar-15,3,25,mié,4,23,1.97,7.3,32,39.3,7,164,53,717.5,0,87,0,20.91,4.7,8
26-mar-15,3,26,jue,5,0,1.7,8.2,23,31.2,9,146,22,718.1,0,86,0,20.72,6.7,357
26-mar-15,3,26,jue,5,1,1.63,3.4,13.3,16.7,16,97,7,717.7,0,85,0,20.97,3,235
26-mar-15,3,26,jue,5,2,1.65,3.8,17.5,21.3,13,69,8,716.8,0,84,0,21.09,3.9,205
26-mar-15,3,26,jue,5,3,1.72,5.4,27.6,33,7,77,39,716.2,0,85,0,20.49,4.6,207
26-mar-15,3,26,jue,5,4,1.84,7.9,33.6,41.5,3,108,62,716,0,87,0,19.89,3.3,212
26-mar-15,3,26,jue,5,5,2.01,8.7,30.3,39,7,134,34,716.2,0,87,0,19.81,4.6,314
26-mar-15,3,26,jue,5,6,1.81,10.6,24.3,34.9,7,118,64,716.8,0,88,0.001,19.22,6.1,324
26-mar-15,3,26,jue,5,7,2.45,50.7,35.4,86.1,4,119,20,717.3,0,88,0.074,20.05,2.7,338
26-mar-15,3,26,jue,5,11,1.6,5.8,7.1,12.9,24,192,11,720.7,0,69,0.704,21.35,18.4,360
26-mar-15,3,26,jue,5,12,1.6,6.3,8.4,14.7,25,201,35,720.8,0,65,0.49,20.65,17.2,359
26-mar-15,3,26,jue,5,13,1.58,6.3,9.6,15.9,26,122,27,720.6,0,62,0.52,20.9,17,359
26-mar-15,3,26,jue,5,14,1.57,6,10.9,16.9,24,134,28,720.6,0,61,0.282,20.06,18.2,3
26-mar-15,3,26,jue,5,15,1.6,5.7,13.5,19.2,22,137,42,720.7,0,61,0.047,18.24,15.1,356
26-mar-15,3,26,jue,5,16,1.59,5.3,13.3,18.6,26,111,14,720.9,0,61,0.047,18.08,15.5,351
26-mar-15,3,26,jue,5,17,1.65,5.9,16.8,22.7,24,88,5,721.4,0,59,0.04,18.09,11.2,348
26-mar-15,3,26,jue,5,18,1.72,7.5,21.3,28.8,20,63,8,722,0,61,0.016,17.62,9.6,343
26-mar-15,3,26,jue,5,19,1.73,6.2,23.8,30,19,75,10,722.6,0,61,0,17.28,8.6,354
26-mar-15,3,26,jue,5,20,1.69,5.4,23.1,28.5,21,61,50,723.3,0,61,0,16.99,8.7,357
26-mar-15,3,26,jue,5,21,1.7,5.9,26,31.9,18,57,39,724.1,0,62,0,16.75,8.8,352
26-mar-15,3,26,jue,5,22,1.58,3.8,17.9,21.7,27,63,14,724.6,0,59,0,16.52,10.4,355
26-mar-15,3,26,jue,5,23,1.57,3.5,20,23.5,28,62,6,724.8,0,53,0,16.4,7.2,335
27-mar-15,3,27,vie,6,0,1.58,3.1,22.7,25.8,22,41,11,725.1,0,59,0,15.4,3.4,9
27-mar-15,3,27,vie,6,1,1.57,3.1,24.8,27.9,17,61,26,725.4,0,61,0,15.67,2.6,20
27-mar-15,3,27,vie,6,2,1.68,3.7,35.9,39.6,7,58,11,725.3,0,63,0,15.55,1.5,196
27-mar-15,3,27,vie,6,3,1.77,10.3,42.6,52.9,4,77,24,725.4,0,62,0,16.01,1.1,136
27-mar-15,3,27,vie,6,4,1.79,13.9,41.5,55.4,4,101,17,725.4,0,62,0,16.15,3.3,35
27-mar-15,3,27,vie,6,5,1.86,59.8,39.6,99.4,3,136,19,725.7,0,69,0,15.47,2.3,26
27-mar-15,3,27,vie,6,6,2.01,37,44.8,81.8,3,134,34,726.1,0,65,0.001,14.87,2.3,332
27-mar-15,3,27,vie,6,9,1.67,9.1,19.8,28.9,31,75,11,726.5,0,47,0.445,20.26,3.2,37
27-mar-15,3,27,vie,6,10,1.6,7.1,16.7,23.8,42,66,8,726.3,0,42,0.599,20.97,4.1,57
27-mar-15,3,27,vie,6,11,1.62,6.5,18.8,25.3,45,63,6,726,0,40,0.68,21.68,5,42
27-mar-15,3,27,vie,6,12,1.71,6.6,19,25.6,50,61,12,725.3,0,38,0.73,22.42,6.1,93
27-mar-15,3,27,vie,6,13,1.59,6.7,16.3,23,51,86,10,724.5,0,34,0.748,23.51,6,98
27-mar-15,3,27,vie,6,14,1.67,7.4,18,25.4,52,64,8,723.6,0,31,0.689,24.59,5.7,105
27-mar-15,3,27,vie,6,16,1.59,8.2,20.9,29.1,62,77,7,722.5,0,24,0.419,25.23,8.7,94
27-mar-15,3,27,vie,6,17,1.71,6.4,22.6,29,74,92,17,722.5,0,26,0.233,24.88,10.7,117
27-mar-15,3,27,vie,6,18,1.72,6.4,23.9,30.3,51,117,19,722.7,0,28,0.038,23.85,11.7,114
27-mar-15,3,27,vie,6,19,1.84,9.7,33,42.7,29,110,27,723.3,0,29,0,22.39,11.5,108
27-mar-15,3,27,vie,6,20,1.94,9.1,39.5,48.6,19,130,11,723.9,0,32,0,20.87,9.5,121
27-mar-15,3,27,vie,6,21,2.03,10.1,37.4,47.5,19,95,20,724.4,0,33,0,20.41,8.4,119
27-mar-15,3,27,vie,6,22,2.05,11.4,38.9,50.3,18,86,8,724.4,0,33,0,20.01,7.7,119
27-mar-15,3,27,vie,6,23,1.96,9.9,37.9,47.8,17,81,9,724.4,0,37,0,19.13,8.8,108
28-mar-15,3,28,sáb,7,0,1.7,4.4,23.6,28,27,105,6,724.1,0,38,0,18.25,9.1,113
28-mar-15,3,28,sáb,7,1,1.65,5.9,25.3,31.2,25,49,17,723.8,0,39,0,17.18,5.1,102
28-mar-15,3,28,sáb,7,2,1.76,3.8,37.8,41.6,11,54,42,723.5,0,48,0,15.1,3.8,28
28-mar-15,3,28,sáb,7,3,1.66,3.5,30.8,34.3,13,102,41,723.3,0,53,0,13.94,2.8,351
28-mar-15,3,28,sáb,7,4,1.65,5.4,39.5,44.9,7,60,15,723.4,0,54,0,13.75,4.4,340
28-mar-15,3,28,sáb,7,5,1.64,13.7,44,57.7,4,64,10,723.4,0,57,0,12.9,3.9,319
28-mar-15,3,28,sáb,7,6,1.84,19.8,45,64.8,4,61,8,723.7,0,56,0.002,12.88,3.3,309
28-mar-15,3,28,sáb,7,7,2.01,34.2,46.6,80.8,6,65,10,723.8,0,56,0.099,14.62,4,319
28-mar-15,3,28,sáb,7,9,1.89,17.2,32.5,49.7,25,106,39,724.2,0,49,0.458,18.9,4.2,350
28-mar-15,3,28,sáb,7,10,1.85,13.3,28.1,41.4,34,104,41,724,0,42,0.613,21.68,3.6,20
28-mar-15,3,28,sáb,7,11,1.76,7.8,21.7,29.5,44,123,31,723.4,0,40,0.717,22.95,4.9,24
28-mar-15,3,28,sáb,7,12,1.81,10.1,25.5,35.6,49,95,19,722.7,0,38,0.765,24.2,6.9,93
28-mar-15,3,28,sáb,7,13,1.8,11.2,24.5,35.7,54,111,31,722,0,39,0.751,25.4,8.4,106
28-mar-15,3,28,sáb,7,14,1.78,6,17.6,23.6,68,111,10,721.2,0,39,0.679,26.19,10.8,107
28-mar-15,3,28,sáb,7,16,1.8,7,11.9,18.9,47,108,29,720.2,0,39,0.39,27.29,13.7,115
28-mar-15,3,28,sáb,7,17,1.74,7.9,12.8,20.7,42,90,11,720.2,0,39,0.215,27.19,13.5,108
28-mar-15,3,28,sáb,7,18,1.86,10.3,18.2,28.5,36,79,38,720.5,0,39,0.041,26.38,12.6,112
28-mar-15,3,28,sáb,7,19,2.11,8.9,32.1,41,23,100,26,720.9,0,42,0,24.93,10.1,111
28-mar-15,3,28,sáb,7,20,2.25,8.9,32.8,41.7,19,116,66,721.3,0,50,0,23.93,8.9,111
28-mar-15,3,28,sáb,7,21,2.21,10.2,38.6,48.8,12,116,27,721.7,0,54,0,22.21,7.7,83
28-mar-15,3,28,sáb,7,22,1.89,5.9,33.5,39.4,12,137,47,722.1,0,58,0,19.75,5.1,59
28-mar-15,3,28,sáb,7,23,1.93,8.4,31.6,40,13,88,26,722.3,0,64,0,18.14,4,83
29-mar-15,3,29,dom,1,0,1.89,4.7,31.1,35.8,10,87,30,722.1,0,69,0,16.99,2.4,45
29-mar-15,3,29,dom,1,1,2.09,10.7,36.6,47.3,5,85,23,721.7,0,72,0.001,16.58,3.4,22
29-mar-15,3,29,dom,1,2,1.88,3.6,23.1,26.7,15,121,19,721.3,0,76,0,15.83,3.4,1
29-mar-15,3,29,dom,1,3,1.89,7,33.9,40.9,6,62,24,721,0,77,0.001,15.61,3.2,321
29-mar-15,3,29,dom,1,4,1.74,4,28.6,32.6,10,75,10,720.7,0,78,0.002,15.38,3.7,322
29-mar-15,3,29,dom,1,5,1.73,5,30.5,35.5,8,61,6,720.9,0,80,0,15.03,3.5,322
29-mar-15,3,29,dom,1,6,1.89,10.1,35.5,45.6,4,64,23,721.1,0,82,0.003,14.68,3,298
29-mar-15,3,29,dom,1,7,2.06,19.3,36.2,55.5,8,69,23,721.2,0,80,0.101,17.58,1.4,3
29-mar-15,3,29,dom,1,9,2.41,36,49.8,85.8,18,229,50,721.6,0,57,0.458,23.57,4.6,83
29-mar-15,3,29,dom,1,10,2.52,24.6,62.4,87,33,195,68,721.7,0,49,0.607,25.47,6.2,50
29-mar-15,3,29,dom,1,11,2.27,11.1,41.5,52.6,56,179,42,721.6,0,42,0.723,27.62,5.7,99
29-mar-15,3,29,dom,1,12,2.18,7.6,32,39.6,76,155,39,721.1,0,41,0.773,28.35,8.9,121
29-mar-15,3,29,dom,1,13,1.93,5.2,19.6,24.8,86,139,33,720.6,0,41,0.77,28.72,11.5,114
29-mar-15,3,29,dom,1,14,1.83,4.2,16,20.2,89,115,23,720.1,0,41,0.699,29.17,13.5,105
29-mar-15,3,29,dom,1,15,1.82,5.4,15.1,20.5,72,126,37,719.6,0,40,0.577,29.54,15.4,107
29-mar-15,3,29,dom,1,16,1.81,6.7,12,18.7,48,143,22,719.5,0,40,0.414,29.67,15.6,108
29-mar-15,3,29,dom,1,17,1.8,5.9,10.7,16.6,38,93,24,719.6,0,46,0.224,29.32,14,107
29-mar-15,3,29,dom,1,18,1.84,6.9,12.1,19,34,77,32,719.8,0,49,0.045,28.29,14.3,107
29-mar-15,3,29,dom,1,19,1.93,5.5,20.2,25.7,26,92,6,720.3,0,50,0,26.9,11.8,112
29-mar-15,3,29,dom,1,20,2.09,6.5,26.3,32.8,20,86,12,720.9,0,56,0,25.72,9,107
29-mar-15,3,29,dom,1,21,2.03,7.8,27.9,35.7,16,95,5,721.4,0,61,0,24.17,7.8,95
29-mar-15,3,29,dom,1,22,1.88,5.6,17.7,23.3,18,96,64,721.6,0,72,0,21.77,7.4,97
29-mar-15,3,29,dom,1,23,1.69,4.1,12.6,16.7,19,91,19,721.6,0,78,0,19.94,6.4,87
30-mar-15,3,30,lun,2,0,1.72,3.6,15.7,19.3,15,84,17,721.4,0,83,0,18.62,3.3,19
30-mar-15,3,30,lun,2,1,1.71,2.9,16.5,19.4,13,71,16,721.1,0,84,0,18.35,4.6,26
30-mar-15,3,30,lun,2,3,1.62,2.7,9.4,12.1,19,55,31,720.6,0,89,0,16.75,1.8,4
30-mar-15,3,30,lun,2,5,1.73,5.5,26,31.5,6,47,13,720.7,0,89,0,16.76,3.9,323
30-mar-15,3,30,lun,2,6,1.85,12.4,30.8,43.2,4,59,18,721.2,0,90,0.004,16.18,4.1,347
30-mar-15,3,30,lun,2,8,2.02,23.5,27.1,50.6,12,119,5,721.8,0,82,0.282,19.76,5.6,320
30-mar-15,3,30,lun,2,9,1.91,17,25.4,42.4,18,104,8,722.2,0,75,0.463,21.76,6.1,340
30-mar-15,3,30,lun,2,10,1.83,9.3,19,28.3,30,119,20,722.4,0,69,0.613,23.71,5.1,15
30-mar-15,3,30,lun,2,11,1.85,8.3,19.9,28.2,39,102,55,722.5,0,61,0.7,25.83,5.1,67
30-mar-15,3,30,lun,2,12,1.9,7.2,18.1,25.3,53,103,34,722.1,0,55,0.771,26.59,8,106
30-mar-15,3,30,lun,2,13,1.81,7,19.8,26.8,59,95,9,721.4,0,52,0.755,28.09,9.2,92
30-mar-15,3,30,lun,2,14,1.85,4.4,20,24.4,88,123,54,720.6,0,50,0.69,28.62,12.9,98
30-mar-15,3,30,lun,2,15,1.73,5.5,12.5,18,52,177,46,719.9,0,42,0.579,29.39,15.9,111
30-mar-15,3,30,lun,2,16,1.69,5,10.2,15.2,42,134,21,719.6,0,45,0.406,29.62,14.9,107
30-mar-15,3,30,lun,2,17,1.72,6.4,11.3,17.7,32,98,27,719.7,0,49,0.223,28.78,14.3,96
30-mar-15,3,30,lun,2,18,1.75,6.6,16.5,23.1,28,111,11,719.9,0,48,0.046,27.71,13.3,91
30-mar-15,3,30,lun,2,19,1.95,8.1,28.3,36.4,19,120,33,720.4,0,49,0,26.67,8.2,102
30-mar-15,3,30,lun,2,20,1.92,8.8,26.7,35.5,18,117,18,720.9,0,55,0,25.65,11.3,111
30-mar-15,3,30,lun,2,21,1.86,5.9,15.1,21,20,110,49,721.2,0,72,0,23.58,14.5,112
30-mar-15,3,30,lun,2,22,1.78,5.5,13.3,18.8,19,106,47,721.3,0,82,0,21.95,14.3,104
30-mar-15,3,30,lun,2,23,1.7,4,9.6,13.6,20,101,31,721,0,87,0,20.86,13.5,104
31-mar-15,3,31,mar,3,0,1.69,3.7,9.8,13.5,19,72,16,720.9,0,89,0,20.17,8.7,88
31-mar-15,3,31,mar,3,1,1.65,3.2,9.5,12.7,18,68,13,720.4,0,91,0,19.63,7.4,96
31-mar-15,3,31,mar,3,2,1.67,3.3,7.1,10.4,18,62,7,719.9,0,93,0,19.21,6.6,94
31-mar-15,3,31,mar,3,3,1.63,3,6.8,9.8,18,90,9,719.5,0,94,0,18.98,6.1,82
31-mar-15,3,31,mar,3,4,1.68,3.8,6.7,10.5,18,65,8,719.3,0,94,0,19.03,4.9,85
31-mar-15,3,31,mar,3,5,1.66,3.4,8.7,12.1,16,87,72,719.6,0,94,0,19.04,4.2,51
31-mar-15,3,31,mar,3,7,1.85,8.6,18.9,27.5,10,112,37,720.3,0,93,0.036,18.88,4.6,73
31-mar-15,3,31,mar,3,8,1.87,8.2,16.3,24.5,14,97,69,720.7,0,92,0.097,19.34,5.1,70
31-mar-15,3,31,mar,3,9,1.86,10.3,17.2,27.5,16,95,48,720.7,0,88,0.149,20.1,5.3,86
31-mar-15,3,31,mar,3,10,1.8,8.2,14.1,22.3,22,121,38,720.8,0,80,0.253,21.33,4.9,65
31-mar-15,3,31,mar,3,11,1.82,7.8,13.3,21.1,26,112,15,720.6,0,76,0.231,22.17,5.3,72
31-mar-15,3,31,mar,3,12,1.8,4.9,13.1,18,35,95,29,720.1,0,72,0.219,23.02,4.2,38
31-mar-15,3,31,mar,3,13,1.86,4.6,15.6,20.2,36,80,24,719.6,0,71,0.205,23.05,5.2,12
31-mar-15,3,31,mar,3,14,1.87,6.3,13,19.3,39,97,20,719,0,68,0.345,23.77,7,67
31-mar-15,3,31,mar,3,15,1.81,5.6,13.5,19.1,41,104,21,718.3,0,65,0.34,24.29,8.9,107
31-mar-15,3,31,mar,3,16,1.81,5.8,13.3,19.1,42,98,51,717.9,0,65,0.231,24.3,8.9,103
31-mar-15,3,31,mar,3,17,1.86,8.3,13.7,22,36,107,69,717.9,0,65,0.079,23.94,8.7,109
31-mar-15,3,31,mar,3,18,1.93,8.1,17.7,25.8,25,95,24,717.9,0,69,0.031,23.35,8.6,101
31-mar-15,3,31,mar,3,19,2.04,10.1,25.1,35.2,18,123,36,718,0,72,0,22.77,8.1,102
31-mar-15,3,31,mar,3,20,2.15,11.7,33.6,45.3,10,116,51,718.3,0,73,0,22.41,6.4,112
31-mar-15,3,31,mar,3,21,2.32,18.1,33.8,51.9,7,132,37,718.5,0,76,0,21.97,5.5,121
31-mar-15,3,31,mar,3,22,2.03,8.4,23.7,32.1,14,125,7,718.5,0,76,0,22.06,7.8,128
31-mar-15,3,31,mar,3,23,1.81,6.9,19.1,26,17,90,32,718.3,0,76,0,22.05,8.4,126
01-abr-15,4,1,mié,4,0,1.73,3.6,11.7,15.3,19,76,31,718,0,79,0,21.42,7.8,102
01-abr-15,4,1,mié,4,1,1.71,4.8,11.8,16.6,16,82,30,717.3,0,84,0,20.7,8.1,112
01-abr-15,4,1,mié,4,2,1.73,3.1,10.8,13.9,14,103,33,716.6,0,88,0,19.93,5.8,81
01-abr-15,4,1,mié,4,3,1.7,2.9,9,11.9,13,68,58,716.4,0,92,0,18.92,4,42
01-abr-15,4,1,mié,4,4,1.69,3.2,10,13.2,11,57,21,716.1,0,94,0,18.98,3.4,21
01-abr-15,4,1,mié,4,5,1.72,3.7,12.9,16.6,9,96,19,716.2,0,94,0,19.12,3.3,36
01-abr-15,4,1,mié,4,8,1.91,10.8,17.9,28.7,9,100,27,718.1,0,94,0.102,19.48,6.4,352
01-abr-15,4,1,mié,4,11,1.74,4.5,8.5,13,35,61,19,718,0,67,0.535,25.66,7.5,30
01-abr-15,4,1,mié,4,12,1.8,8.6,12.3,20.9,30,77,50,717.5,0,72,0.56,24.76,11.8,103
01-abr-15,4,1,mié,4,13,1.8,6.7,10.2,16.9,32,111,17,716.8,0,73,0.527,24.7,14.5,108
01-abr-15,4,1,mié,4,14,1.82,6.9,10.6,17.5,35,114,44,716.4,0,72,0.641,24.77,14.3,116
01-abr-15,4,1,mié,4,15,1.84,7.1,10.9,18,39,112,19,716,0,69,0.517,25.66,13.1,126
01-abr-15,4,1,mié,4,16,1.84,7.4,12.1,19.5,40,99,34,715.7,0,67,0.354,26.04,12.7,115
01-abr-15,4,1,mié,4,17,1.9,5.6,13.5,19.1,47,94,67,715.8,0,67,0.179,25.8,11.8,121
01-abr-15,4,1,mié,4,18,2.06,7.1,18.1,25.2,41,107,52,716.2,0,70,0.038,25.07,11.1,116
01-abr-15,4,1,mié,4,19,2.09,6.5,24.7,31.2,37,117,10,716.7,0,71,0,24.43,8.8,103
01-abr-15,4,1,mié,4,20,2.26,5.9,30.3,36.2,31,135,51,716.9,0,73,0,24.06,6.8,97
01-abr-15,4,1,mié,4,21,2.45,12.2,39.4,51.6,22,163,54,717.5,0,74,0,23.65,4.1,94
01-abr-15,4,1,mié,4,22,2.77,31.3,54.7,86,3,204,42,717.9,0,78,0,22.54,1.2,50
01-abr-15,4,1,mié,4,23,2.34,17.2,45.1,62.3,5,208,68,717.9,0,79,0,22.16,4.1,73
02-abr-15,4,2,jue,5,0,1.87,5.3,21.7,27,12,161,96,717.9,0,84,0,21.34,6.9,94
02-abr-15,4,2,jue,5,1,1.84,4.3,17.7,22,12,118,64,717.7,0,89,0,20.49,3.6,97
02-abr-15,4,2,jue,5,2,1.87,3.7,22.1,25.8,6,123,27,717.4,0,91,0,19.72,3.3,30
02-abr-15,4,2,jue,5,3,1.8,3.6,16.9,20.5,6,97,39,717.3,0,93,0,18.96,3.6,16
02-abr-15,4,2,jue,5,4,1.79,3.7,14.9,18.6,7,89,46,717.3,0,95,0,18.57,3.6,349
02-abr-15,4,2,jue,5,5,1.78,4.9,17.2,22.1,7,115,44,717.4,0,96,0,18.5,3.2,312
02-abr-15,4,2,jue,5,6,1.84,5.1,19.9,25,9,124,66,717.9,0,96,0.001,19.06,4.2,324
02-abr-15,4,2,jue,5,7,1.96,10.9,23.3,34.2,8,158,47,718.3,0,96,0.067,19.87,3,282
02-abr-15,4,2,jue,5,8,2.04,11.9,21.9,33.8,15,118,18,718.7,0,91,0.205,21.55,4.3,304
02-abr-15,4,2,jue,5,9,2.05,13.6,25.2,38.8,19,106,12,718.9,0,80,0.386,23.43,4.6,333
02-abr-15,4,2,jue,5,10,2.35,10.7,32,42.7,37,191,41,718.8,0,68,0.553,26.6,3.7,315
02-abr-15,4,2,jue,5,11,2.2,6.7,26.1,32.8,59,203,33,718.4,0,57,0.65,28.74,3.9,56
02-abr-15,4,2,jue,5,12,2.02,5.5,21.8,27.3,78,180,35,717.9,0,52,0.732,29.73,6.9,95
02-abr-15,4,2,jue,5,13,1.94,7.3,18.5,25.8,59,161,7,717.3,0,58,0.733,29.72,9.9,99
02-abr-15,4,2,jue,5,14,2.02,4.7,18.3,23,81,147,26,716.7,0,57,0.669,29.87,12.7,97
02-abr-15,4,2,jue,5,15,2.01,6.2,15.6,21.8,65,172,80,716.1,0,51,0.553,30.47,13.1,102
02-abr-15,4,2,jue,5,16,1.9,5.9,13.1,19,61,133,40,715.9,0,50,0.387,30.72,13.4,105
02-abr-15,4,2,jue,5,17,1.8,5,10.1,15.1,40,129,47,716,0,49,0.211,30.58,14.3,108
02-abr-15,4,2,jue,5,18,1.87,6.6,12.6,19.2,30,96,36,716.2,0,54,0.042,29.65,13.9,108
02-abr-15,4,2,jue,5,19,1.99,6.7,19.8,26.5,22,107,48,716.6,0,57,0,28.59,11.5,107
